ID_ORDEM_SERVICO,ID_UC,Estado Instalacion,Uso,Actividad Economica,Fecha Generacion,Fecha Ejecucion,FechaDescargue,Fecha Ultima Lectura,Estado OT,Observacion,Efectividad,Causa Efectividad,Causa Evento,Consumo promedio,Lectura en Visita,Ultimo Valor Leido,Oportunidad Ejecucion,Oportunidad Descargue,Diferencia Lectura,Dias entre lecturas,Promedio Consumo dia,Analisis Lectura,Promedio Dia Historico,Menor a Promedio,Score Lectura,Score Promedio,Total Puntaje,ID_Accion,Nombre Accion
EPMA4544685-1,12420921,ActivoCon suministro                         ,Residencial,Residencial estrato 3                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-01-25,Cerrada,"MEDELLIN,YONATAN GIRALDO : 19-12-2022,PAP 08710 SERIE MED : 20103008127  MARCA: WATERTECH LECTURA: ILEGIBLE DIAMETRO: 1/2 ,nadie en predio,no hay quien suministre informacion,medidorr bien instalado,obsoleto con cupula estallada,no se obseerva signos de manipulacion,se remite medidorr para cambio por obsoleto Usuario: EPM\smartm Fecha: 2023-01-04 17:15:12",NO,No fraude,No fraude,23.0,1.0,1200.0,15.0,2.0,1199.0,25.0,47.96,Lectura Normal,0.7666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544601-1,12451654,ActivoCon suministro                         ,Residencial,Residencial estrato 1                                                                                                                                 ,2022-12-11,2023-01-11,2023-01-13,2023-01-26,Cerrada,Sin Observacion,NO,No fraude,No Aplica,4.0,0.0,99925.0,23.0,2.0,99925.0,15.0,6661.666666666667,Lectura Normal,0.13333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544655-1,12975852,ActivoCon suministro                         ,Residencial,Residencial estrato 4                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-01-26,Cerrada,"MEDELLIN,JORGE GRUESO : 15-12-2022,PAP 08856 SERIE MED : 2014332587 MARCA: WATERTECH LECTURA: ILEGIBLE DIAMETRO: 1/2 ,medidorr bien instalado,registrando en prueba de racor,predio solo,no hay quien de informacion,visor empañado,se remite para cambio Usuario: EPM\smartm Fecha: 2023-01-04 16:55:38",NO,No fraude,No fraude,7.0,1.0,807.0,15.0,2.0,806.0,26.0,31.0,Lectura Normal,0.23333333333333334,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544831-1,13289506,ActivoCon suministro                         ,Residencial,Residencial estrato 3                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-01-27,Cerrada,"BELLO,CARLOS JARAMILLO : 16-12-2022,PAP 08623 SERIE MED :  MARCA:  LECTURA:  DIAMETRO: ,sin datos y fotos de instalacion ya que predio se encuentra solo,reja con candado,nadie quien atienda la visita,firme o de datos personales Usuario: EPM\smartm Fecha: 2023-01-04 16:55:37",NO,No fraude,No fraude,1.0,2023.0,0.0,15.0,2.0,2023.0,27.0,74.92592592592592,Lectura Normal,0.03333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544775-1,13377513,ActivoCon suministro                         ,Residencial,Residencial estrato 3                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-02-04,Cerrada,"MEDELLIN,DIEGO OCAMPO : 13-12-2022,PAP 06781 SERIE MED : 20103011858 MARCA: WATERTECH LECTURA: 02091 DIAMETRO: 1/2 ,se revisa instalacion,medidorr bien instalado,registra en prueba de racor,no se observa manipulacion externa ni parches antes de caja,medidorr con cupula estallada sin impacto,se remite para cambio por desarrollo tecnologico,enviar notificacion para cambio,nadie en predio Usuario: EPM\smartm Fecha: 2023-01-04 17:51:42",NO,No fraude,No fraude,11.0,2091.0,2115.0,15.0,2.0,24.0,35.0,0.6857142857142857,Lectura Normal,0.36666666666666664,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544751-1,13337880,ActivoCon suministro                         ,Residencial,Residencial estrato 2                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-02-04,Cerrada,"MEDELLIN,CARLOS JARAMILLO : 16-12-2022,PAP 08629 SERIE MED : 2017815888 MARCA: WATERTECH LECTURA: 00419 DIAMETRO: 1/2 ,medidorr en posicion correcta sin signos de manipulacion externa,predio residencial,se encuentra sola,medidorr con cupula empañada,nadie quien firme,registra en prueba de racor Usuario: EPM\smartm Fecha: 2023-01-04 16:55:55",NO,No fraude,No fraude,12.0,419.0,437.0,15.0,2.0,18.0,35.0,0.5142857142857142,Lectura Normal,0.4,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544711-1,13227380,ActivoCon suministro                         ,Residencial,Residencial estrato 1                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-02-03,Cerrada,"MEDELLIN,SEBASTIAN BUILES : 16-12-2022,PAP 08687 SERIE MED : 2020567102 MARCA: WATERTECH LECTURA: 99985  DIAMETRO: 1/2 ,medidorr bien instalado,registra en prueba de racores,con la misma lectura de solicitud,llave de acera cerrada,medidorr fuera de servicio,no se observa parches ni tuberia aledaña ingresar al predio,nadie en predio para dar datos e informacion Usuario: EPM\smartm Fecha: 2023-01-04 16:56:04",NO,No fraude,No fraude,6.0,99985.0,99992.0,15.0,2.0,7.0,34.0,0.20588235294117646,Lectura Normal,0.2,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544593-1,13482015,ActivoCon suministro                         ,Residencial,Residencial estrato 4                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-01-23,Cerrada,"MEDELLIN,JORGE GRUESO : 13-12-2022,PAP 08060 SERIE MED : 2015504950 MARCA: WATERTECH LECTURA: 01002 DIAMETRO: 1/2,medidorr bien instalado,registrando en prueba de llave,no se observa anomalias en el medidorr y acometida,no esta destruido Usuario: EPM\smartm Fecha: 2023-01-04 17:51:55",NO,No fraude,No fraude,17.0,1002.0,1022.0,15.0,2.0,20.0,23.0,0.8695652173913043,Lectura Normal,0.5666666666666667,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544484-1,12933946,ActivoCon suministro                         ,Comercial  ,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehÃ­culos automotores                                                               ",2022-12-11,2022-12-31,2023-01-05,2023-01-21,Cerrada,"MEDELLIN,YONATAN GIRALDO: 16-12-2022,PAP 08024 SERIE MED : 2016648060 MARCA: WATERTECH LECTURA: ILEGIBLE DIAMETRO: 1/2 ,medidorr bien instalado,empotrado,con cupula impactada,personal que atiende visita argumenta que no autoriza el cambio de medidorr ya que no se encuentra la persona encargada del predio,dice que requiere de carta de aviso intermanente para el trabajo que se va a realizar,no suministra mas informacion,no firma,razon social:taller equipos y partes trujillo repuestos para motos diesel Usuario: EPM\smartm Fecha: 2023-01-05 15:10:42",NO,No fraude,No fraude,16.0,1.0,2139.0,15.0,3.0,2138.0,21.0,101.80952380952381,Lectura Normal,0.5333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544664-1,13987093,ActivoCon suministro                         ,Comercial  ,PeluquerÃ­a y otros tratamientos de belleza                                                                                                            ,2022-12-11,2022-12-31,2023-01-05,2023-02-01,Cerrada,"MEDELLIN,CARLOS JARAMILLO : 15-12-2022,PAP 08611 SERIE MED : 202031599  MARCA: OCTAVE LECTURA: 0000285 DIAMETRO: 2"",medidorr principal de centro comercial,registra en prueba de llaves en posicion correcta,se encuentra sin signos de manipulacion externa,se hizo acompañamiento de vigilancia el cual no firma sin autorizacion,razon social:centro comercial santana mall calasanz Usuario: EPM\smartm Fecha: 2023-01-05 15:11:18",NO,No fraude,No fraude,165.0,285.0,725.0,15.0,3.0,440.0,32.0,13.75,Lectura Normal,5.5,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544490-1,13107786,ActivoCon suministro                         ,Industrial ,Industrial                                                                                                                                            ,2022-12-11,2022-12-31,2023-01-05,2023-01-21,Cerrada,"MEDELLIN,JORGE GRUESO : 16-12-2022,PAP 08872 SERIE MED : ILEGIBLE MARCA: IBERCONTA LECTURA: ILEGIBLE DIAMETRO: 4 ,medidorr red contra incendio,con serie y lectura ilegible,llaves de acera y contencion en buen estado,bridado,se remite para cambio por desarrollo tecnologico,no hay quien de informacion,razon social:fabrica de plastico extra Usuario: EPM\smartm Fecha: 2023-01-05 15:10:42",NO,No fraude,No fraude,3.0,4.0,18.0,15.0,3.0,14.0,21.0,0.6666666666666666,Lectura Normal,0.1,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544559-1,12948785,ActivoCon suministro                         ,Comercial  ,Comercial                                                                                                                                             ,2022-12-11,2022-12-31,2023-01-05,2023-01-23,Cerrada,"MEDELLIN,JORGE GRUESO : 16-12-2022,PAP 08880 SERIE MED : ILEGIBLE MARCA: ELSTER LECTURA: ILEGIBLE DIAMETRO: 1/2 ,medidorr bien instalado,destruido,esta para cambio por desarrollo tecnologico pero tiene tuberia interna galvanizado en mal estado,predio solo en visita,razon social:centro de entrenamiento impetn Usuario: EPM\smartm Fecha: 2023-01-05 15:10:40",NO,No fraude,No fraude,1.0,1.0,486.0,15.0,3.0,485.0,23.0,21.08695652173913,Lectura Normal,0.03333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544508-1,15154131,ActivoCon suministro                         ,Comercial  ,Comercial                                                                                                                                             ,2022-12-11,2022-12-31,2023-01-05,2023-01-18,Cerrada,"MEDELLIN,JORGE GRUESO : 14-12-2022,PAP 08071 SERIE MED : 2019115132 MARCA: WATERTECH LECTURA: 00164  DIAMETRO: 1/2 ,medidorr bien instalado,registrando en prueba de llave,se hace cierre de llave de contencion y predio queda sin servicio,no hay indicio de fraudes Usuario: EPM\smartm Fecha: 2023-01-05 15:10:39",NO,No fraude,No fraude,15.0,164.0,178.0,15.0,3.0,14.0,18.0,0.7777777777777778,Lectura Normal,0.5,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544566-1,12654062,ActivoCon suministro                         ,Comercial  ,"Comercio al por menor de productos farmacÃ©uticos y medicinales, cosmÃ©ticos y artÃ­culos de tocador en establecimientos especializados                  ",2022-12-11,2022-12-31,2023-01-05,2023-01-23,Cerrada,"MEDELLIN,DIEGO OCAMPO : 19-12-2022,PAP 08790 SERIE MED : 20113017410 MARCA: WATERTECH LECTURA: ILEGIBLE DIAMETRO: 1/2 ,se revisa instalacion medidorr bien instalado,con cupula estallada sin impacto,se remite para cambio por desarrollo tecnologico,enviar notificacion,no se observa parches antes de caja,medidorr registra en prueba de llaves,no se encuentra encargado para informacion ni firmar,razon social:drogueria pasteur Usuario: EPM\smartm Fecha: 2023-01-05 15:11:47",NO,No fraude,No fraude,16.0,1.0,1998.0,15.0,3.0,1997.0,23.0,86.82608695652173,Lectura Normal,0.5333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544536-1,12500422,ActivoCon suministro                         ,Comercial  ,Comercial                                                                                                                                             ,2022-12-11,2022-12-31,2023-01-05,2023-01-18,Cerrada,"MEDELLIN,YONATAN GIRALDO : 20-12-2022,PAP 08728 SERIE MED : 2019000169 MARCA: WATERTECH  LECTURA: ILEGIBLE DIAMETRO: 1/2 ,medidor bien instalado con cupula impactada,usuario que atiende visita argumenta que no autorizan el cambio de medidor ya que la persona encargada del predio no se encuentra disponible para atender visita ,dice que se requiere de una carta de aviso argumentando sobre el trabajo que se va a realizar,no suministra mas informacion,no firma,razon social:taller servi cajas el flaco Usuario: EPM\smartm Fecha: 2023-01-05 15:11:16",NO,No fraude,No fraude,5.0,1.0,205.0,15.0,3.0,204.0,18.0,11.333333333333334,Lectura Normal,0.16666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544584-1,13354733,ActivoCon suministro                         ,Comercial  ,"Comercio al por menor de libros, periÃ³dicos, materiales y artÃ­culos de papelerÃ­a y escritorio, en establecimientos especializados                     ",2022-12-11,2022-12-31,2023-01-05,2023-01-26,Cerrada,"MEDELLIN,JORGE GRUESO : 14-12-2022,PAP 08852 SERIE MED : 2011308569 MARCA:  WATERTECH LECTURA: 01138 DIAMETRO: 1/2 ,medidorr bien instalado,registrando en prueba de racor,no se observa anomalias en el medidorr y acometida,no esta destruido,serie no coincide lectura si,actualizar en el sistema,razon social local desocupado sin nombre Usuario: EPM\smartm Fecha: 2023-01-05 15:11:20",NO,No fraude,No fraude,1.0,1138.0,0.0,15.0,3.0,1138.0,26.0,43.76923076923077,Lectura Normal,0.03333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544734-1,13195457,ActivoCon suministro                         ,Comercial  ,Comercial                                                                                                                                             ,2022-12-11,2022-12-31,2023-01-05,2023-02-04,Cerrada,"MEDELLIN,DIEGO OCAMPO: 19-12-2022,PAP 08778 SERIE MED : 2014398056  MARCA: WATERTECH LECTURA: 00344 DIAMETRO: 1/2 ,se revisa instalacion,medidorr en buitron,bien instalado,registra en prueba de racor,no se observa manipulacion externa,ni medidorr destruido,nadie en predio,razon social:local sin nombre Usuario: EPM\smartm Fecha: 2023-01-05 15:10:39",NO,No fraude,No fraude,7.0,344.0,355.0,15.0,3.0,11.0,35.0,0.3142857142857143,Lectura Normal,0.23333333333333334,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544513-1,13082435,ActivoCon suministro                         ,Comercial  ,"Comercio al por menor de electrodomÃ©sticos y gasodomÃ©sticos de uso domÃ©stico, muebles y equipos de iluminaciÃ³n                                        ",2022-12-11,2022-12-31,2023-01-05,2023-01-18,Cerrada,"MEDELLIN,DIEGO OCAMPO : 15-12-2022,PAP 08754 SERIE MED : 201015018141 MARCA: ELSTER LECTURA: ILEGIBLE DIAMETRO: 1/2,se revisa instalacion medidorr bien instalado,registra en prueba de llaves,no se observa manipulacion externa ni parches antes de caja,medidorr con cupula empañada,lectura ilegible,remitir para cambio por desarrollo tecnologico,se debe enviar notificacion para cambio,no firman no suministran datos,razon social:muebleria sin nombre Usuario: EPM\smartm Fecha: 2023-01-05 15:11:40",NO,No fraude,No fraude,8.0,1.0,784.0,15.0,3.0,783.0,18.0,43.5,Lectura Normal,0.26666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544661-1,13921026,ActivoCon suministro                         ,Residencial,Residencial estrato 5                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-05,2023-01-19,Cerrada,"MEDELLIN,JORGE GRUESO : 15-12-2022,PAP 08860 SERIE MED : 2012300730 MARCA: WATERTECH LECTURA: 11012 DIAMETRO: 1/2 ,medidorr bien instalado,registrando en prueba de llave,se observa que a veces,registra bien y otras veces registra en contraflujo,usuario manifiesta que tiene tanque el cual no tiene cheque esto ocasiona contraflujo y el mal funcionamiento del medidorr,usuario manifiesta que va a corregir  este incoveniente,tiene 20 habitaciones,razon social:hotel solary Usuario: EPM\smartm Fecha: 2023-01-05 15:11:22",NO,No fraude,No fraude,0.0,11012.0,1574.0,15.0,3.0,9438.0,19.0,496.7368421052632,Lectura Normal,0.0,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544854-1,12962600,ActivoCon suministro                         ,Residencial,Residencial estrato 2                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-02-08,Cerrada,"MEDELLIN,YONATAN GIRALDO: 16-12-2022,PAP 08017 SERIE MED :  MARCA:  LECTURA:  DIAMETRO:  ,nadie en predio no hay quien suministre informacion,se visita predio y se observa cajilla con instalacion directa,predio no cumple con normas tecnicas para instalar medidorr Usuario: EPM\smartm Fecha: 2023-01-04 16:55:38",NO,No fraude,No fraude,4.0,2023.0,0.0,15.0,2.0,2023.0,39.0,51.87179487179487,Lectura Normal,0.13333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544776-1,12936184,ActivoCon suministro                         ,Comercial  ,Comercial                                                                                                                                             ,2022-12-11,2022-12-31,2023-01-04,2023-02-04,Cerrada,"MEDELLIN,CARLOS JARAMILLO : 16-12-2022,PAP 08632 SERIE MED : 2022503866 MARCA: WATERTECH LECTURA: 00013 DIAMETRO: 1/2 ,medidorr en posicion correcta sin signo de manipulacion externa,medidorr nuevo registra en prueba de llaves,predio no residencial,actividad economica es una farmacia,trabajan 2 personas,trabajadores se encuentran ocupados y no firman y no dan datos personales por seguridad Usuario: EPM\smartm Fecha: 2023-01-04 16:55:39",NO,No fraude,No fraude,22.0,13.0,53.0,15.0,2.0,40.0,35.0,1.1428571428571428,Lectura Normal,0.7333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544543-1,13301560,ActivoCon suministro                         ,Comercial  ,Comercial                                                                                                                                             ,2022-12-11,2022-12-31,2023-01-05,2023-01-18,Cerrada,"MEDELLIN,JORGE GRUESO: 20-12-2022,PAP 08415 SERIE MED : 2018582480 MARCA: WATERTECH LECTURA: 00567 DIAMETRO: 3/4,medidor bien instalado,registrando en prueba de llaves con lectura poco legible,se remite para cambio,razon social:local parqueadero carabobo Usuario: EPM\smartm Fecha: 2023-01-05 15:11:35",NO,No fraude,No fraude,16.0,567.0,580.0,15.0,3.0,13.0,18.0,0.7222222222222222,Lectura Normal,0.5333333333333333,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544747-1,12331140,ActivoCon suministro                         ,Residencial,Residencial estrato 3                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-02-03,Cerrada,"MEDELLIN,CARLOS JARAMILLO : 14-12-2022,PAP 08605 SERIE MED : 2013191595 MARCA: WATERTECH LECTURA: 00335 DIAMETRO: 1/2 ,medidorr en posicion correcta sin signos de manipulacion externa,predio residencial,se encuentra solo,registra en prueba de racor,no se observa anomalias en terreno no hay nadie quie suministre informacion o datos Usuario: EPM\smartm Fecha: 2023-01-04 07:52:56",NO,No fraude,No fraude,5.0,335.0,346.0,15.0,2.0,11.0,34.0,0.3235294117647059,Lectura Normal,0.16666666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
EPMA4544837-1,12365500,ActivoCon suministro                         ,Residencial,Residencial estrato 4                                                                                                                                 ,2022-12-11,2022-12-31,2023-01-04,2023-01-30,Cerrada,"MEDELLIN,YONATAN GIRALDO: 16-12-2022,PAP 08015 SERIE MED :  MARCA:  LECTURA:  DIAMETRO:  ,se visita predio y se observa predio con instalacion directa,expuesta que sube por un poste de energia,personal que atiende visita argumenta que no autorizan la instalacion de medidorr ya que no se encuentra la persona encargada del predio,no suministra mas informacion,no firma Usuario: EPM\smartm Fecha: 2023-01-04 16:55:40",NO,No fraude,No fraude,167.0,2023.0,0.0,15.0,2.0,2023.0,30.0,67.43333333333334,Lectura Normal,5.566666666666666,Igual o mayor a Promedio,3.0,1.0,4.0,No Asginada,No Asignada
